player_id,avg_rating,rating_band,n_games,anomaly_votes,ensemble_confident,top_feature_1,z_score_1,explanation_1,confident_1,top_feature_2,z_score_2,explanation_2,confident_2,top_feature_3,z_score_3,explanation_3,confident_3,summary
f1bookkor,1763.0,1600-1800,22,2,False,avg_turns,2.99,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,2.96,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,opening_ply_ratio,2.73,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
plms,2017.0,2000-2200,62,2,False,opening_ply_ratio,-0.85,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,avg_turns,-0.73,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,-0.73,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
zmokone,1495.0,1400-1600,19,2,False,rating_volatility,1.95,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,rating_gain_rate,1.58,Gaining Elo at an unusually fast rate — legitimate improvement of 3-5 Elo/day is already rare; rates above 10 Elo/day sustained over weeks are essentially impossible without engine assistance,True,best_move_rate_band_z,1.06,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,"Flagged primarily due to: rating volatility, rating gain rate. 2 of 3 voters agreed."
madboy06,2100.0,2000-2200,45,2,False,avg_turns,2.68,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,2.62,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,underdog_win_rate,2.45,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,Flagged primarily due to: underdog win rate. 2 of 3 voters agreed.
Esslingen50,1762.0,1600-1800,37,3,True,best_move_rate_band_z,1.37,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,acpl_phase_gap_band_z,0.83,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,avg_acpl_middlegame_band_z,-0.68,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,"Flagged primarily due to: best move rate (band-normalised), acpl phase gap (band-normalised). All 3 voters agreed."
mxitarhovhann,1926.0,1800-2000,26,2,False,rating_gain,3.5,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,rating_volatility,1.38,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,win_rate,1.03,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,"Flagged primarily due to: rating gain, rating volatility. 2 of 3 voters agreed."
deniz70,1818.0,1800-2000,31,3,True,underdog_win_rate,1.42,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,acpl_consistency_band_z,-0.96,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,timeout_loss_rate,-0.78,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: underdog win rate, acpl consistency (band-normalised). All 3 voters agreed."
Zeddikus,1886.0,1800-2000,17,2,False,acpl_consistency_band_z,-1.4,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,comeback_rate,1.09,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,avg_acpl_endgame_band_z,-1.06,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: acpl consistency (band-normalised), comeback rate. 2 of 3 voters agreed."
thomasmouu,1619.0,1600-1800,51,2,False,underdog_win_rate,2.68,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,win_rate,1.23,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,comeback_rate,1.07,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,"Flagged primarily due to: underdog win rate, comeback rate. 2 of 3 voters agreed."
bruffotuffo,1700.0,1600-1800,20,2,False,avg_acpl_endgame_band_z,-0.55,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,avg_acpl_opening_band_z,-0.38,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,victory_efficiency,-0.31,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: avg acpl endgame (band-normalised). 2 of 3 voters agreed.
geekk,1937.0,1800-2000,15,3,True,rating_gain_rate,2.75,Gaining Elo at an unusually fast rate — legitimate improvement of 3-5 Elo/day is already rare; rates above 10 Elo/day sustained over weeks are essentially impossible without engine assistance,True,underdog_win_rate,2.51,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,rating_gain,0.72,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,"Flagged primarily due to: rating gain rate, underdog win rate. All 3 voters agreed."
GianTomas,1916.0,1800-2000,34,2,False,comeback_rate,1.09,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,avg_acpl_endgame_band_z,-0.95,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,opening_ply_ratio,-0.64,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,"Flagged primarily due to: comeback rate, avg acpl endgame (band-normalised). 2 of 3 voters agreed."
HiRuli,1321.0,1200-1400,22,2,False,underdog_win_rate,2.5,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,comeback_rate,1.61,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,win_rate,1.6,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,"Flagged primarily due to: underdog win rate, comeback rate. 2 of 3 voters agreed."
kadyrzhan,1636.0,1600-1800,70,2,False,win_rate_vs_expected,0.43,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,blunder_rate,-0.43,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,avg_acpl_endgame_band_z,-0.39,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: win rate vs expected, blunder rate. 2 of 3 voters agreed."
stetson2016,2261.0,2200+,38,2,False,win_rate,1.26,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,opening_ply_ratio,-1.22,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,rating_gain,1.16,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,Flagged primarily due to: rating gain. 2 of 3 voters agreed.
Film,1845.0,1800-2000,17,2,False,comeback_rate,1.09,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,blunder_rate,-1.02,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,avg_acpl_endgame_band_z,-0.89,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: comeback rate, blunder rate. 2 of 3 voters agreed."
karlouche972,1716.0,1600-1800,41,2,False,timeout_loss_rate,-0.56,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,avg_turns,-0.46,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,-0.46,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
JeanRalphio,1621.0,1600-1800,23,3,True,win_rate,1.93,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,rating_volatility,1.73,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,blunder_rate,-1.11,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,"Flagged primarily due to: rating volatility, blunder rate. All 3 voters agreed."
kamran0311,1678.0,1600-1800,31,2,False,best_move_rate_band_z,1.03,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,rating_gain,0.71,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,opening_ply_ratio,-0.52,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,"Flagged primarily due to: best move rate (band-normalised), rating gain. 2 of 3 voters agreed."
cutkiller7700,1342.0,1200-1400,15,2,False,best_move_rate_band_z,2.66,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,acpl_phase_gap_band_z,1.97,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,acpl_consistency_band_z,-1.11,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,"Flagged primarily due to: best move rate (band-normalised), acpl phase gap (band-normalised). 2 of 3 voters agreed."
abdelSH,1167.0,1000-1200,27,3,True,best_move_rate_band_z,2.09,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,rating_volatility,1.14,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,avg_acpl_endgame_band_z,-0.77,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: best move rate (band-normalised), rating volatility. All 3 voters agreed."
redrum357oc,1299.0,1200-1400,21,2,False,rating_volatility,0.86,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,avg_acpl_endgame_band_z,-0.78,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,victory_efficiency,-0.11,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,"Flagged primarily due to: rating volatility, avg acpl endgame (band-normalised). 2 of 3 voters agreed."
guiltywizard,1533.0,1400-1600,61,2,False,underdog_win_rate,2.93,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,avg_acpl_opening_band_z,-1.18,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,acpl_consistency_band_z,-1.05,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,"Flagged primarily due to: underdog win rate, acpl consistency (band-normalised). 2 of 3 voters agreed."
plorru,1799.0,1600-1800,41,2,False,underdog_win_rate,2.68,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,avg_acpl_opening_band_z,-0.79,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,avg_acpl_middlegame_band_z,-0.7,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,"Flagged primarily due to: underdog win rate, avg acpl middlegame (band-normalised). 2 of 3 voters agreed."
Pro77,2052.0,2000-2200,21,2,False,underdog_win_rate,0.91,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,avg_acpl_opening_band_z,-0.77,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,avg_acpl_middlegame_band_z,-0.68,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,"Flagged primarily due to: underdog win rate, avg acpl middlegame (band-normalised). 2 of 3 voters agreed."
IgnasiScg,1811.0,1800-2000,43,2,False,comeback_rate,1.09,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,avg_turns,-0.64,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,-0.62,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: comeback rate. 2 of 3 voters agreed.
crisand312,1628.0,1600-1800,31,2,False,best_move_rate_band_z,2.14,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,rating_volatility,1.7,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,avg_weighted_acpl_band_z,-1.01,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,"Flagged primarily due to: best move rate (band-normalised), rating volatility. 2 of 3 voters agreed."
kapacu,1574.0,1400-1600,83,2,False,underdog_win_rate,2.93,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,best_move_rate_band_z,1.85,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,blunder_rate,-1.77,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,"Flagged primarily due to: underdog win rate, best move rate (band-normalised). 2 of 3 voters agreed."
tukz,1506.0,1400-1600,18,2,False,underdog_win_rate,1.98,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,best_move_rate_band_z,1.5,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,win_rate_vs_expected,1.08,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,"Flagged primarily due to: underdog win rate, best move rate (band-normalised). 2 of 3 voters agreed."
Pruggio,1382.0,1200-1400,23,2,False,rating_gain,1.11,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,avg_acpl_middlegame_band_z,-1.08,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,acpl_phase_gap_band_z,0.9,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,"Flagged primarily due to: rating gain, avg acpl middlegame (band-normalised). 2 of 3 voters agreed."
Irtamdemha,1342.0,1200-1400,16,3,True,opening_ply_ratio,0.75,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,avg_turns,0.57,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,rating_volatility,0.47,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,Flagged primarily due to: rating volatility. All 3 voters agreed.
shubinSUA,1493.0,1400-1600,65,2,False,rating_gain,4.26,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,rating_volatility,3.05,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,rating_gain_rate,0.89,Gaining Elo at an unusually fast rate — legitimate improvement of 3-5 Elo/day is already rare; rates above 10 Elo/day sustained over weeks are essentially impossible without engine assistance,True,"Flagged primarily due to: rating gain, rating volatility. 2 of 3 voters agreed."
musicaljerm,1962.0,1800-2000,95,2,False,win_rate,2.38,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,avg_weighted_acpl_band_z,-1.11,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,avg_acpl_endgame_band_z,-1.02,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: avg weighted acpl (band-normalised), avg acpl endgame (band-normalised). 2 of 3 voters agreed."
walfa,1970.0,1800-2000,80,2,False,comeback_rate,2.76,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,opening_ply_ratio,-0.8,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,victory_efficiency,-0.72,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: comeback rate. 2 of 3 voters agreed.
elrus,1559.0,1400-1600,42,2,False,rating_gain_rate,2.4,Gaining Elo at an unusually fast rate — legitimate improvement of 3-5 Elo/day is already rare; rates above 10 Elo/day sustained over weeks are essentially impossible without engine assistance,True,rating_gain,1.93,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,rating_volatility,1.25,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,"Flagged primarily due to: rating gain rate, rating gain. 2 of 3 voters agreed."
IlyaGaidarov,1855.0,1800-2000,45,2,False,avg_acpl_opening_band_z,-1.26,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,opening_ply_ratio,-0.7,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,victory_efficiency,-0.66,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
Achraf-9,1979.0,1800-2000,15,2,False,rating_volatility,3.21,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,acpl_consistency_band_z,-1.37,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,comeback_rate,1.09,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,"Flagged primarily due to: rating volatility, acpl consistency (band-normalised). 2 of 3 voters agreed."
mariacarmen,1522.0,1400-1600,29,2,False,avg_acpl_opening_band_z,-0.91,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,timeout_loss_rate,-0.82,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,avg_weighted_acpl_band_z,-0.73,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,Flagged primarily due to: avg weighted acpl (band-normalised). 2 of 3 voters agreed.
youcantspag,1295.0,1200-1400,28,2,False,underdog_win_rate,0.74,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,win_rate,0.66,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,avg_acpl_opening_band_z,-0.47,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,Flagged primarily due to: underdog win rate. 2 of 3 voters agreed.
HiGain,1867.0,1800-2000,64,2,False,rating_gain,3.11,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,acpl_phase_gap_band_z,0.78,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,blunder_rate,-0.7,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,"Flagged primarily due to: rating gain, acpl phase gap (band-normalised). 2 of 3 voters agreed."
batatasoledade,1464.0,1400-1600,30,2,False,win_rate,1.88,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,rating_gain,1.1,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,avg_acpl_endgame_band_z,-0.92,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: rating gain, avg acpl endgame (band-normalised). 2 of 3 voters agreed."
filklif,1498.0,1400-1600,17,2,False,best_move_rate_band_z,2.69,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,acpl_consistency_band_z,-1.37,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,acpl_phase_gap_band_z,1.29,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,"Flagged primarily due to: best move rate (band-normalised), acpl consistency (band-normalised). 2 of 3 voters agreed."
dezm1962,1850.0,1800-2000,22,2,False,comeback_rate,2.76,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,avg_weighted_acpl_band_z,-0.76,"Complexity-weighted ACPL is unusually low for their rating band — this metric down-weights moves in already-won or lost positions and focuses on equal, contested positions where mistakes are most costly. A suspiciously low value means near-engine accuracy precisely when the position is hardest to play — the clearest sign of engine use.",True,avg_acpl_opening_band_z,-0.68,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,"Flagged primarily due to: comeback rate, avg weighted acpl (band-normalised). 2 of 3 voters agreed."
Gimi,1916.0,1800-2000,120,2,False,victory_efficiency,-0.67,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,avg_turns,-0.67,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,opening_ply_ratio,-0.64,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
ambesh351,2171.0,2000-2200,17,2,False,underdog_win_rate,2.45,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,avg_turns,0.65,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,0.54,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: underdog win rate. 2 of 3 voters agreed.
MILIMETRICO,1858.0,1800-2000,63,2,False,underdog_win_rate,2.51,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,rating_gain,2.42,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,avg_acpl_middlegame_band_z,-1.1,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,"Flagged primarily due to: underdog win rate, rating gain. 2 of 3 voters agreed."
apx,1309.0,1200-1400,15,2,False,comeback_rate,1.61,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,rating_volatility,1.24,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,timeout_loss_rate,-0.86,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: comeback rate, rating volatility. 2 of 3 voters agreed."
gerocaro,1404.0,1400-1600,23,2,False,win_rate_vs_expected,1.26,Consistently outperforms their Elo prediction — wins more games than the rating system expects given their opponents,True,performance_vs_actual,1.13,Empirical performance rating is significantly higher than their official Elo — they play measurably better than their registered rating suggests,True,avg_acpl_opening_band_z,-0.81,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,"Flagged primarily due to: win rate vs expected, performance vs actual. 2 of 3 voters agreed."
Inorem,1944.0,1800-2000,32,2,False,avg_acpl_middlegame_band_z,-1.08,Middlegame ACPL is unusually low for their rating band — the middlegame is where engine assistance matters most; human players naturally make more mistakes in complex positions,True,blunder_rate,-1.0,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,best_move_rate_band_z,0.96,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,"Flagged primarily due to: avg acpl middlegame (band-normalised), blunder rate. 2 of 3 voters agreed."
MirellaDP,1066.0,1000-1200,26,3,True,timeout_loss_rate,-0.66,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,performance_vs_actual,0.63,Empirical performance rating is significantly higher than their official Elo — they play measurably better than their registered rating suggests,True,victory_efficiency,-0.44,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: performance vs actual. All 3 voters agreed.
xsr4x,1166.0,1000-1200,16,2,False,performance_vs_actual,0.93,Empirical performance rating is significantly higher than their official Elo — they play measurably better than their registered rating suggests,True,rating_volatility,0.86,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,blunder_rate,-0.77,Unusually few blunders — engines almost never drop pieces or miss tactics; blunder rate is roughly Elo-independent so this is meaningful at any rating,True,"Flagged primarily due to: performance vs actual, rating volatility. 2 of 3 voters agreed."
Miel_Pops,2267.0,2200+,20,3,True,underdog_win_rate,2.62,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,comeback_rate,1.18,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,opening_ply_ratio,-0.66,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,"Flagged primarily due to: underdog win rate, comeback rate. All 3 voters agreed."
chessmatersina,2029.0,2000-2200,15,2,False,rating_volatility,1.59,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,rating_gain_rate,0.74,Gaining Elo at an unusually fast rate — legitimate improvement of 3-5 Elo/day is already rare; rates above 10 Elo/day sustained over weeks are essentially impossible without engine assistance,True,timeout_loss_rate,-0.73,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: rating volatility, rating gain rate. 2 of 3 voters agreed."
iviam,1861.0,1800-2000,30,3,True,acpl_phase_gap_band_z,2.02,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,comeback_rate,1.65,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,avg_acpl_endgame_band_z,-0.95,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: acpl phase gap (band-normalised), comeback rate. All 3 voters agreed."
region19,2098.0,2000-2200,23,2,False,opening_ply_ratio,-0.51,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,victory_efficiency,-0.39,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,avg_turns,-0.37,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
